model,system,issue_id,title,package,predicted_priority,true_priority,confidence,reason
qwen2.5:14b,A,7153,ifconfig fails to get an IP address (Bugzilla Bug 745),mdemodulepkg,medium,medium,0.8,Similar to other network-related issues in mdemodulepkg that are typically medium priority.
qwen2.5:14b,A,7152,ASSERT in HttpInitMsgParser (Bugzilla Bug 744),networkpkg,high,medium,0.85,ASSERT errors typically indicate severe issues that can cause system crashes or instability.
qwen2.5:14b,A,7151,Target IP given in Attempt1 is taken as default for all other Attempts. (Bugzilla Bug 743),networkpkg,high,medium,0.85,The issue affects networkpkg and impacts variable handling similar to other high priority issues in this package.
qwen2.5:14b,A,7150,Memory Use-after-free happens when close ExitBootServiceEvent twice in IScsiMisc.c (Bugzilla Bug 742),networkpkg,high,medium,0.9,The bug involves a memory use-after-free error which is a critical security vulnerability.
qwen2.5:14b,A,7149,UefiLib.c Compilation failure under macOS High Sierra/Xcode9 (Bugzilla Bug 741),mdepkg,medium,high,0.8,Similar to other compilation issues in mdepkg that are typically medium priority.
qwen2.5:14b,A,7148,INIT_CAR_VALUE should be defined in a central location (Bugzilla Bug 740),mdemodulepkg,medium,high,0.8,The issue is about code organization and does not indicate a critical security or performance flaw.
qwen2.5:14b,A,7147,Disable Bus Master on all P2P bridges at ExitBootServices (Bugzilla Bug 739),mdemodulepkg,medium,high,0.85,Similar to other mdemodulepkg issues with medium priority.
qwen2.5:14b,A,7146,OVMF build failure (Bugzilla Bug 737),ovmfpkg,high,low,0.85,The issue involves a build failure in OvmfPkg which is critical and similar to other high priority build issues.
qwen2.5:14b,A,7145,OVMF platform boot hang with assert in MtrrLib on QEMU (Bugzilla Bug 735),ueficpupkg,high,low,0.85,Similar to other high priority issues in ueficpupkg related to boot hangs and asserts.
qwen2.5:14b,A,7144,"BaseTools: when use ""FV_EXT_ENTRY_TYPE"" as keyword, build tool report failure (Bugzilla Bug 734)",basetools,medium,low,0.8,Similar to other BaseTools issues that affect build processes but do not cause system instability or security risks.
qwen2.5:14b,A,7143,ConvertDevicePathToText() buffer overflow and return wrong string in Defer3rdPartyImageLoad.c (Bugzilla Bug 733),mdemodulepkg,high,medium,0.85,Buffer overflow is a critical security vulnerability.
qwen2.5:14b,A,7142,Display Initiator IP when DHCP enabled (Bugzilla Bug 732),networkpkg,medium,medium,0.8,Similar to other network-related issues without a high severity label.
qwen2.5:14b,A,7141,"Shell Command ""vol -n xxx"" assert on OVMF platform (Bugzilla Bug 731)",edkshellpkg,medium,low,0.8,Similar to other issues in edkshellpkg with medium priority.
qwen2.5:14b,A,7140,"ShellLib: InternalShellIsHexOrdecimalNumber should return FALSE if a string contains ""-"" only (Bugzilla Bug 730)",shellpkg,medium,medium,0.85,Similar to other ShellLib issues with moderate severity and no indication of critical impact.
qwen2.5:14b,A,9593,USB Enumeration (Bugzilla Bug 729),mdemodulepkg,medium,medium,0.8,Similar to other mdemodulepkg issues with moderate severity.
qwen2.5:14b,A,7139,OvmfPkg/PlatformPei: set PcdOptionRomImageVerificationPolicy to DENY_EXECUTE_ON_SECURITY_VIOLATION if SEV is active (Bugzilla Bug 728),ovmfpkg,high,low,0.85,Similar to other high priority issues in ovmfpkg related to security and build configuration.
qwen2.5:14b,A,7138,VariableSmm MorLockInit(): create MORLock only if / after MOR exists (Bugzilla Bug 727),mdemodulepkg,medium,low,0.85,Similar to other issues in mdemodulepkg with medium priority.
qwen2.5:14b,A,7137,"PcdGet64 function is used in multi threads code, system may in non-deterministic behavior when get dynamic PCD. (Bugzilla Bug 726)",ueficpupkg,high,medium,0.85,"The issue involves potential non-deterministic behavior in multi-threaded code accessing dynamic PCDs, similar to other high-priority concurrency issues."
qwen2.5:14b,A,7136,[UdfDxe] Cannot access the file system created by UdfDxe for a DVD (Bugzilla Bug 725),mdemodulepkg,medium,low,0.8,Similar to other firmware issues in MdeModulePkg but lacks severity indicators like security vulnerabilities or critical system failures.
qwen2.5:14b,A,7135,CpuDxe driver assert on IA32 platforms (Bugzilla Bug 724),ueficpupkg,high,medium,0.85,Similar to other high priority issues in ueficpupkg related to CPU and platform specific bugs.
qwen2.5:14b,A,7133,The DP command implementation is duplicated (Bugzilla Bug 721),shellpkg,medium,medium,0.85,Similar to other shellpkg issues without clear indicators of high severity.
qwen2.5:14b,A,7132,PciBusDxe: assertion failure with multiple paddings in the same PCI resource tree (Bugzilla Bug 720),mdemodulepkg,medium,medium,0.85,Similar to other mdemodulepkg issues with assertion failures and resource tree problems.
qwen2.5:14b,A,7131,SNP transmit error print is coming in success cases also (Bugzilla Bug 719),mdemodulepkg,medium,medium,0.8,Similar to other firmware issues in mdemodulepkg with medium priority.
qwen2.5:14b,A,7130,Redundant condition check in UefiPxeBcDxe (Bugzilla Bug 718),networkpkg,low,low,0.8,Similar to other low priority issues in networkpkg with redundant condition checks.
qwen2.5:14b,A,7129,CLANG38 build fails on DmpStore.c (Bugzilla Bug 716),shellpkg,medium,high,0.85,Similar to other build failure issues in shellpkg with medium priority.
qwen2.5:14b,A,7128,BdsEntry initialization deletes boot next too early (Bugzilla Bug 715),mdemodulepkg,medium,high,0.8,Similar to other mdemodulepkg issues with moderate severity.
qwen2.5:14b,A,9592,FvInfo PPI and FvInfo2 PPI report wrong information (Bugzilla Bug 712),mdemodulepkg,high,medium,0.85,"The issue involves incorrect information reporting in critical PPIs, similar to other high-priority issues affecting core functionality."
qwen2.5:14b,A,7127,NetbufTrim accesses invalid memory (Bugzilla Bug 711),mdemodulepkg,high,low,0.85,Similar to other high priority issues involving memory access problems.
qwen2.5:14b,A,7126,IPv6 support condition check for HTTP and ISCSI (Bugzilla Bug 710),networkpkg,medium,medium,0.85,Similar to other networkpkg issues with moderate severity.
qwen2.5:14b,A,7124,"[Partition] InstallUdfChildHandles() should create child BLK for the portion covered by LVD, not the entire media (Bugzilla Bug 707)",mdemodulepkg,medium,low,0.8,Similar to other mdemodulepkg issues with medium priority.
qwen2.5:14b,A,7122,Path string buffer left overflow in PathCleanUpDirectories() (Bugzilla Bug 705),mdepkg,high,medium,0.85,Similar to other high priority buffer overflow issues in mdepkg.
qwen2.5:14b,A,7121,"""Null-Pointer-Use"" undefined behavior in MdeModulePkg/Universal/Disk/UdfDxe/File.c (Bugzilla Bug 704)",mdemodulepkg,high,low,0.85,Similar to other high priority issues in mdemodulepkg related to undefined behavior and null pointer use.
qwen2.5:14b,A,7119,The undefined behavior about left shift a negative signed value in PrintLibInternal.c (Bugzilla Bug 702),mdepkg,high,medium,0.85,Similar to other undefined behavior issues in critical libraries which are typically high priority.
qwen2.5:14b,A,7117,"""unused-const-variable"" warning for DEBUG-oriented CONST variables breaks RELEASE builds with gcc-6+ (Bugzilla Bug 700)",basetools,medium,low,0.8,Similar to other issues in basetools package without a clear indication of severity beyond build warnings.
qwen2.5:14b,A,7116,undefined behavior of left shift of int 1 by 31 in AhciMode.c (Bugzilla Bug 699),mdemodulepkg,high,medium,0.85,Similar to other high priority issues in mdemodulepkg related to undefined behavior and potential security risks.
qwen2.5:14b,A,7115,The undefined behavior of left shift a negative signed value in DxeNetLib.c (Bugzilla Bug 698),mdemodulepkg,high,medium,0.85,Similar to other high priority issues related to undefined behavior and potential build breaks in mdemodulepkg.
qwen2.5:14b,A,7114,undefined behavior of left shift of int 1 by 31 (Bugzilla Bug 697),mdemodulepkg,medium,medium,0.85,Similar to other issues in mdemodulepkg with medium priority.
qwen2.5:14b,A,7113,Ip4Driver.c: error: passing argument 3 of ‘gBS->LocateProtocol’ from incompatible pointer type (Bugzilla Bug 696),mdemodulepkg,medium,low,0.8,Similar to other MdeModulePkg issues that are medium priority.
qwen2.5:14b,A,7112,The undefined behavior about left shift a negative signed value in Tpl.c (Bugzilla Bug 695),mdemodulepkg,high,medium,0.85,Similar to other high priority issues in MdeModulePkg related to undefined behavior and potential compiler warnings or errors.
qwen2.5:14b,A,7111,BdsDxe boot maintenance (Bugzilla Bug 694),intelframeworkmodulepkg,medium,low,0.8,Similar to other maintenance and update issues in the same package.
qwen2.5:14b,A,7110,BdsDxe bootoption handling (Bugzilla Bug 693),intelframeworkmodulepkg,medium,low,0.8,Similar to other issues in intelframeworkmodulepkg with medium priority.
qwen2.5:14b,A,7109,BaseTools: same region print twice in the build log (Bugzilla Bug 692),basetools,low,medium,0.8,The issue is about duplicate prints in build logs which is less severe than other compilation or runtime errors.
qwen2.5:14b,A,7108,AppPkg/Applications/Sockets/WebServer fails to build after commit e25352c207cc (Bugzilla Bug 691),ueficpupkg,medium,high,0.8,"The issue is related to build failure after a specific commit, similar to other medium priority issues in UEfiCpuPkg."
qwen2.5:14b,A,7107,Read BufferOverflow in EfiShellGetDevicePathFromFilePath (Bugzilla Bug 690),shellpkg,high,medium,0.9,Similar to another high priority buffer overflow issue in shellpkg.
qwen2.5:14b,A,7106,Build: -h help info need update (Bugzilla Bug 688),basetools,low,medium,0.8,The issue is about updating help info which typically does not impact functionality or stability.
qwen2.5:14b,A,7105,Improper bounds checking within Tianocompress and Ueficompress leads to heap and stack based overflow (Bugzilla Bug 686),basetools,high,low,0.9,"The bug involves improper bounds checking leading to heap and stack based overflow, which is a critical security vulnerability."
qwen2.5:14b,A,7104,[PCI] Add S3PciSegmentLib library class and instance (Bugzilla Bug 685),mdepkg,low,high,0.8,The issue is about adding a library class and instance which does not indicate critical functionality or security issues.
qwen2.5:14b,A,7103,[PCI] Add PciSegmentLib that supports multi-segment platforms. (Bugzilla Bug 684),mdepkg,medium,high,0.8,Similar to other MdePkg issues without a clear indication of severity beyond standard functionality enhancement.
qwen2.5:14b,A,7102,Incorrect handling of Ctrl+<Alpha-Key> key strokes by Edit and HexEdit commands (Bugzilla Bug 682),shellpkg,medium,low,0.85,Similar to other shellpkg issues with medium priority due to user interface interaction problems.
qwen2.5:14b,A,7101,HiiValidateSettings issue with string item (Bugzilla Bug 681),mdemodulepkg,medium,high,0.85,Similar to other mdemodulepkg issues with moderate severity.
qwen2.5:14b,A,7100,SecurityPkg package build excludes ARM/AARCH64 with no good reason (Bugzilla Bug 680),securitypkg,medium,high,0.8,"The issue does not indicate a critical security flaw or build failure, but rather an unnecessary exclusion in package builds."
qwen2.5:14b,A,7097,"StdLib build failures (AARCH64, NOOPT, GCC5, gcc-6.1.1) (Bugzilla Bug 677)",stdlib,high,medium,0.85,Build failures are typically high priority issues as they prevent further development and testing.
qwen2.5:14b,A,7096,Support LLVM39 and LLVM40 build with CLANG38 toolchain (Bugzilla Bug 676),basetools,high,medium,0.85,Previous issues related to build toolchain compatibility have been classified as high priority due to their impact on broad platform support and developer productivity.
qwen2.5:14b,A,7095,Bus Master Enable bit should not be set on P2P bridges by default. (Bugzilla Bug 675),mdemodulepkg,high,high,0.85,"The issue involves a critical configuration setting for P2P bridges that could impact system stability and security, similar to other high-priority issues in the mdemodulepkg package."
qwen2.5:14b,A,7094,Add CPUID check for MCA support before accessing MCA MSRs (Bugzilla Bug 674),ueficpupkg,medium,medium,0.8,Similar to other CPU-related issues in UefiCpuPkg that are typically medium priority.
qwen2.5:14b,A,7093,"Website have misconfigured HTTPS settings, misses HSTS, hsts preload, ... (Bugzilla Bug 672)",-,low,high,0.8,The issue pertains to website configuration and does not impact firmware or tool functionality directly.
qwen2.5:14b,A,7092,GCC5 linker with LTO enabled miscompiles function address reference in MpInitLib (Bugzilla Bug 671),basetools,high,medium,0.9,"The issue involves miscompilation by GCC5 linker with LTO enabled, which can lead to severe runtime errors."
qwen2.5:14b,A,7091,Add multi-arg support to PREBUILD/POSTBUILD in DSC file [Defines] section (Bugzilla Bug 670),basetools,low,high,0.85,The issue is about adding support for multi-arg in DSC file which seems to be a feature request rather than a critical bug or security vulnerability.
qwen2.5:14b,A,7090,PERF_CUM_DATA.MinDur for custom cumulative data is not initialized correctly (Bugzilla Bug 668),shellpkg,low,low,0.8,The issue is related to incorrect initialization of performance data which does not impact core functionality or stability.
qwen2.5:14b,A,7089,double free pages on LoadImage failure path. (Bugzilla Bug 667),mdemodulepkg,high,high,0.85,The issue involves a double free error which can lead to serious memory corruption and system instability.
qwen2.5:14b,A,7088,[BaseTools] EfiRom: Add multiple device id support (Bugzilla Bug 666),basetools,medium,medium,0.8,Similar to other BaseTools issues without high severity indicators.
qwen2.5:14b,A,7087,"PciSegmentLibConstructor line 94 ""Descriptors++;"" will fail if optional values are encountered (Bugzilla Bug 665)",mdepkg,medium,low,0.8,Similar to other issues in MdePkg with moderate severity involving code logic errors.
qwen2.5:14b,A,7086,[Shell] UnicodeCollation->StriColl() should be used to replace StrinCmp in UefiShellLevel2CommandsLib (Bugzilla Bug 664),shellpkg,medium,low,0.85,Similar to other issues in shellpkg that do not have high severity but require functional improvement.
qwen2.5:14b,A,7085,Xcode: Mtoc makes the PE/COFF DebugDirectory entry too big. Adjust the loops in PeCoffLoaderGetImageInfo() (Bugzilla Bug 663),mdepkg,high,high,0.85,"The issue involves Xcode and PE/COFF DebugDirectory entry size adjustment, similar to other high-priority issues related to build tools and debug information handling."
qwen2.5:14b,A,7084,"Installing compressed FVs/nested FVs before Tcg2Pei runs will cause unnecessary hashing, extending, and logging leading to slower boot (Bugzilla Bug 662)",securitypkg,high,high,0.85,"The issue affects boot performance and involves unnecessary hashing, extending, and logging which are critical security operations."
qwen2.5:14b,A,7082,EFI_SYSTEM_CONTEXT_AARCH64 declaration interferes with Windows declarations (Bugzilla Bug 660),mdepkg,medium,medium,0.8,Similar to other issues in mdepkg with medium priority.
qwen2.5:14b,A,7081,"Shell command ""edit"" cause system reset if text mode column is bigger than 200. (Bugzilla Bug 659)",shellpkg,medium,medium,0.85,Similar to other shellpkg issues that cause system instability but not critical security or performance impacts.
qwen2.5:14b,A,7080,Segmentation fault: 11 when build AppPkg (Bugzilla Bug 658),apppkg,high,low,0.85,Build failure leading to segmentation fault is typically a critical issue.
qwen2.5:14b,A,7079,CentOS 7 QEMU/KVM hang immediately when attempting to boot EDK2.GIT UEFI VMs. (Bugzilla Bug 657),ovmfpkg,high,low,0.85,"The issue involves a critical system hang during boot on a specific platform, similar to other high-priority issues affecting core functionality."
qwen2.5:14b,A,7078,PciBusDxe: please honor Bus Number padding requests for non-root hotplug controllers as well (Bugzilla Bug 656),mdemodulepkg,medium,medium,0.8,Similar to other issues in mdemodulepkg with moderate severity.
qwen2.5:14b,A,7077,"[Shell] Support dumping detailed information of PartitionInfo protocol in ""dh"" command (Bugzilla Bug 655)",shellpkg,medium,medium,0.85,Similar to other shellpkg issues with medium priority.
qwen2.5:14b,A,7076,Read BufferOverflow in EfiShellGetFilePathFromDevicePath() (Bugzilla Bug 654),shellpkg,high,medium,0.85,Buffer overflow issues typically indicate high severity due to potential security vulnerabilities.
qwen2.5:14b,A,7075,Incorrect description of Timeout parameter in XhciReg.h (Bugzilla Bug 653),mdemodulepkg,low,low,0.85,The issue is about incorrect description in a header file and does not impact functionality or performance.
qwen2.5:14b,A,7074,BaseTools: build report failure when Pcd set in FDF file and used as PatchableInModule type in module (Bugzilla Bug 652),basetools,medium,medium,0.85,Similar to other BaseTools issues with build report failures and PCD related problems.
qwen2.5:14b,A,7073,[PciBus] may hang when GetResourcePadding() doesn't put BUS descriptor in very beginning. (Bugzilla Bug 651),mdemodulepkg,medium,medium,0.85,Similar to other issues in mdemodulepkg with medium priority.
qwen2.5:14b,A,7072,MdeModulePkg MemoryTest drivers should consider EfiGcdMemoryTypeMoreReliable type (Bugzilla Bug 650),mdemodulepkg,medium,medium,0.8,Similar to other mdemodulepkg issues without a clear indication of high severity.
qwen2.5:14b,A,9589,BaseTools: [Binaries] section doesn't support to use Target to filter the files (Bugzilla Bug 649),basetools,medium,low,0.8,Similar to other BaseTools issues that are classified as medium priority.
qwen2.5:14b,A,7071,"[Shell] ""dmpstore"" should replace known variable vendor GUID with string in non-SFO mode (Bugzilla Bug 648)",shellpkg,medium,medium,0.85,Similar to other issues in shellpkg with moderate severity.
qwen2.5:14b,A,7070,"[SHell] Align ""dh"" output to EDK Shell ""dh"" (Bugzilla Bug 647)",shellpkg,medium,medium,0.8,Similar to other Shell package issues that are medium priority.
qwen2.5:14b,A,7069,"[Shell] ""drivers"" should show ""IMAGE NAME"" instead of ""IMAGE PATH"" in non-SFO mode (Bugzilla Bug 646)",shellpkg,medium,medium,0.85,Similar to other shellpkg issues with medium priority.
qwen2.5:14b,A,7068,"If BABBLE_ERROR occurs during XhcExecTransfer, the EP is halted and must be recovered (Bugzilla Bug 644)",mdemodulepkg,high,high,0.85,Similar to other high priority issues in mdemodulepkg related to USB/XHCI functionality and potential system instability.
qwen2.5:14b,A,7067,Add Readme.md to root of edk2 repository (Bugzilla Bug 643),-,low,low,0.8,The issue is about adding a Readme.md file which is generally considered a documentation task and not critical to functionality or security.
qwen2.5:14b,A,7066,Add License.txt to root and remove duplicate License.txt files in individual packages (Bugzilla Bug 642),shellpkg,low,low,0.8,The issue is about file organization and license management which typically does not impact functionality or performance.
qwen2.5:14b,A,7065,[BaseTools] Remove /Gw option from VS2013 & VS2015 tool chain NOOPT target (Bugzilla Bug 641),basetools,low,high,0.85,The issue is about removing an option from a build target and does not indicate critical functionality or security impact.
qwen2.5:14b,A,7064,Use after free in PciBus DeRegisterPciDevice() function (Bugzilla Bug 640),mdemodulepkg,high,low,0.9,Similar to other high priority issues involving memory corruption in MdeModulePkg.
qwen2.5:14b,A,7063,Use after free in CoreOpenProtocol and CoreCloseProtocol (Bugzilla Bug 639),mdemodulepkg,high,low,0.9,Similar to other high priority issues in mdemodulepkg related to protocol handling.
qwen2.5:14b,A,7062,Use after free in DisconnectAll() (Bugzilla Bug 638),mdemodulepkg,high,low,0.9,Similar to other high priority issues in mdemodulepkg related to memory management vulnerabilities.
qwen2.5:14b,A,7061,Handle use after free in CoreDisconnectController() (Bugzilla Bug 637),mdemodulepkg,high,low,0.85,Similar to other high priority issues in mdemodulepkg related to memory management and stability.
qwen2.5:14b,A,7060,PXE IPv6 Boot Option missing from Boot Manager after few operations (Bugzilla Bug 636),networkpkg,medium,medium,0.85,Similar to other networkpkg issues with medium priority.
qwen2.5:14b,A,7059,Xcode 9 Beta fails BaseTools tests (Bugzilla Bug 635),basetools,high,low,0.9,Similar to other high priority issues related to toolchain compatibility and test failures.
qwen2.5:14b,A,7058,Clang38 build fails with -Wheader-guard warning on AmdSevIoMmu.h (Bugzilla Bug 634),ovmfpkg,low,low,0.8,The warning is specific to a build configuration and does not indicate a critical failure or security vulnerability.
qwen2.5:14b,A,7057,Using break-before-make when updating translation table entries (Bugzilla Bug 633),armpkg,medium,low,0.8,Similar to other issues in armpkg with medium priority.
qwen2.5:14b,A,7056,Update edk2 repository to Tiano Contribution Agreement 1.1 (Bugzilla Bug 629),shellpkg,low,low,0.8,The issue is about updating a repository agreement and does not impact functionality or security directly.
qwen2.5:14b,A,7055,Update PatchCheck.py to support Tiano Contribution Agreement 1.1 (Bugzilla Bug 628),basetools,low,low,0.85,"The issue is about updating a script to support a new agreement version, which does not impact functionality or performance."
qwen2.5:14b,A,7054,PREBUILD and POSTBUILD in DSC [Defines] section fails if Python script is used (Bugzilla Bug 627),basetools,medium,low,0.85,Similar to other tool-related issues in basetools package.
qwen2.5:14b,A,7053,UEFI AARCH64 code must not use X18 register (Bugzilla Bug 625),armpkg,high,high,0.85,The issue involves a critical register usage violation in UEFI AARCH64 code which could lead to system instability or failure.
qwen2.5:14b,A,7052,"memory protection crash in PiSmmCpuDxeSmm, Ia32 build with RAM above 4GB (Bugzilla Bug 624)",ueficpupkg,high,high,0.85,The issue involves a memory protection crash which is critical and similar to other high priority issues in the same package.
qwen2.5:14b,A,7050,map -r or -u don't work with CDROM (Bugzilla Bug 622),shellpkg,medium,medium,0.85,Similar to other shellpkg issues with medium priority.
qwen2.5:14b,A,7049,[S3SaveStateDxe] doesn't follow PI spec when handling opcode like EFI_BOOT_SCRIPT_PCI_CONFIG2_WRITE_OPCODE (Bugzilla Bug 621),mdemodulepkg,medium,high,0.8,Similar to other mdemodulepkg issues with medium priority.
qwen2.5:14b,A,7048,[BDS] Support to display meaningful description form SD/EMMC boot devices (Bugzilla Bug 620),mdemodulepkg,medium,high,0.8,Similar to other issues in mdemodulepkg with moderate impact.
qwen2.5:14b,A,7047,Retire Nt32 version of ResetSystemDxe and implement a Nt32 version of ResetSystemLib (Bugzilla Bug 619),nt32pkg,medium,low,0.8,No specific severity indicators; similar issues are often medium priority.
qwen2.5:14b,A,9588,Add flash update support in recovery boot path (Bugzilla Bug 618),signedcapsulepkg,medium,medium,0.8,"No specific severity indicators, similar to other issues in signedcapsulepkg without high priority flags."
qwen2.5:14b,A,7046,BaseTools: Update edksetup.bat to expose Rebuild and ForceRebuild option (Bugzilla Bug 616),basetools,low,high,0.85,"The issue is about updating a script to expose new options, which does not impact functionality or security."
qwen2.5:14b,A,7045,GenFv: invalid (Section-Alignment == File-Alignment) requirement for UEFI_DRIVER modules (Bugzilla Bug 615),basetools,medium,low,0.8,Similar to other basetools issues without high severity indicators.
qwen2.5:14b,A,7044,error debug link in BuildGatherList of CapsuleApp.c (Bugzilla Bug 614),mdemodulepkg,low,medium,0.8,The issue is related to a debug link error which typically does not cause system instability or severe functionality issues.
qwen2.5:14b,A,7043,OvmfPkg: E1000_ENABLE: update PROEFI download location & filenames in README and OvmfPkg*.fdf (Bugzilla Bug 613),ovmfpkg,low,low,0.85,"The issue is about updating download locations and filenames in documentation, which does not impact functionality or security."
qwen2.5:14b,A,7042,Cannot change current working dir on EFI Shell 1.x with chdir() (Bugzilla Bug 612),stdlib,medium,low,0.85,Similar to other issues in stdlib package with medium priority.
qwen2.5:14b,A,7040,dblk ignores BlockIo buffer alignment requirement (Bugzilla Bug 610),shellpkg,low,medium,0.8,The issue is related to shellpkg and does not indicate severe consequences like crashes or security vulnerabilities.
qwen2.5:14b,A,9587,[OVMF] Packets may lost if the i82557b network device selected with UndiRuntimeDxe driver (Bugzilla Bug 609),optionrompkg,medium,medium,0.8,Similar to other issues in optionrompkg with no explicit severity markers.
qwen2.5:14b,A,7039,[IntelSiliconPkg] Add package DSC file for IntelSiliconPkg (Bugzilla Bug 608),-,low,low,0.8,The issue is about adding a package DSC file which seems to be an organizational or documentation task rather than a performance or functionality critical bug.
qwen2.5:14b,A,7038,DEBUG print in AllocatePage causes lock ASSERT (Bugzilla Bug 606),mdemodulepkg,high,high,0.85,DEBUG print causing lock ASSERT is similar to other high priority issues involving critical firmware failures.
qwen2.5:14b,A,7037,Crypto package (Bugzilla Bug 605),cryptopkg,medium,high,0.8,"No specific severity indicators provided, similar to other issues labeled as medium."
qwen2.5:14b,A,7036,Access NULL pointer (Bugzilla Bug 604),pcatchipsetpkg,high,low,0.85,"The issue involves accessing a NULL pointer which can lead to undefined behavior and crashes, similar in severity to other high priority issues involving null pointer dereferences."
qwen2.5:14b,A,7034,PI SCT  SmmBase2 protocol test error (Bugzilla Bug 602),-,medium,low,0.7,"The issue does not specify a package and is related to protocol testing, which is less critical than build or tool issues."
qwen2.5:14b,A,7033,Use-after-free error in InstallConfigurationTable() (Bugzilla Bug 601),mdemodulepkg,high,low,0.9,Similar to other critical issues in mdemodulepkg related to memory management and stability.
qwen2.5:14b,A,7032,GenFw Clear unused DEBUG entry in PE image generated by VS tool chain (Bugzilla Bug 600),basetools,medium,medium,0.85,Similar to other issues in basetools package with medium priority.
qwen2.5:14b,A,7031,BaseTools: enhance error message for not supported arch build (Bugzilla Bug 599),basetools,medium,medium,0.85,Similar to other BaseTools issues with moderate impact.
qwen2.5:14b,A,7030,Missing BaseLib in IntrinsicLib.inf (Bugzilla Bug 596),cryptopkg,low,high,0.8,The issue is about missing dependency in library module inf file which does not indicate critical runtime or security impact.
qwen2.5:14b,A,7029,[BaseTools] build : stacktrace when trying to use toolchain profile unsupported by target architecture (Bugzilla Bug 595),basetools,medium,low,0.85,Similar to other BaseTools build issues that are typically medium priority.
qwen2.5:14b,A,7027,SmmLockBoxDxeLib uses stack for COMM buffer (Bugzilla Bug 593),mdemodulepkg,high,medium,0.85,"The issue involves a security concern with stack usage for COMM buffer in SmmLockBoxDxeLib, similar to other high priority issues related to memory and buffer handling."
qwen2.5:14b,A,7026,"BootMaintenanceManager ""Console Standard Error Device Select"" menu Nt32Pkg and OvmfPkg Not Saved in UiApp.inf (Bugzilla Bug 592)",mdemodulepkg,medium,medium,0.8,Similar to other mdemodulepkg issues without high severity indicators.
qwen2.5:14b,A,9586,mSmmFeatureControlSupported check in UefiCpuPkg is not enough. (Bugzilla Bug 591),ueficpupkg,high,medium,0.85,Similar issues in ueficpupkg package are often classified as high priority due to critical nature of CPU features and security.
qwen2.5:14b,A,7025,_ReturnAddress() declaration (Bugzilla Bug 590),mdepkg,low,medium,0.8,The issue is about a function declaration and does not indicate critical system failure or performance impact.
qwen2.5:14b,A,7024,alias command does not return lasterror status when it fails to delete an alias (Bugzilla Bug 589),shellpkg,low,medium,0.85,"The bug is related to a command not returning an error status, which is less critical than security or performance issues."
qwen2.5:14b,A,7023,parse command does not work when reading from StdIn input (Bugzilla Bug 588),shellpkg,high,high,0.85,Similar to other high priority issues in shellpkg related to command functionality and input handling.
qwen2.5:14b,A,7022,Useless Status check in SmmIoLibInternalEndOfDxeNotify() of SmmIoLib.c (Bugzilla Bug 587),mdepkg,low,low,0.8,The bug involves a useless status check which is likely to have minimal impact on functionality or security.
qwen2.5:14b,A,7021,OID check in Time based AuthVariable code is not valid (Bugzilla Bug 586),securitypkg,high,high,0.85,"The issue involves a security-related problem with Time based AuthVariable code, similar to other high-priority security issues."
qwen2.5:14b,A,7020,Add /Gw to CC_FLAGS for VS 2013 and higher tool chains (Bugzilla Bug 583),basetools,low,high,0.85,The issue is about adding a compiler flag for toolchains and does not impact firmware or critical functionality.
qwen2.5:14b,A,7019,Use /WHOLEARCHIVE in MSFT family DLINK_FLAGS to improve detection of multiple defined symbols (Bugzilla Bug 582),basetools,high,high,0.85,The issue involves improving detection of multiple defined symbols which can lead to serious build failures or runtime issues.
qwen2.5:14b,A,7018,Add --wholearchive to GCC family DLINK_FLAGS to improve detection of multiply defined symbols (Bugzilla Bug 581),basetools,high,high,0.85,The issue involves improving detection of multiply defined symbols which can lead to severe linker errors or runtime issues.
qwen2.5:14b,A,7017,[XHCI] host controller driver doesn't clean the IntTransfer when cancelling the Async Int Transfer (Bugzilla Bug 580),mdemodulepkg,medium,low,0.8,Similar to other issues in mdemodulepkg with medium priority.
qwen2.5:14b,A,7016,MAX_PATH is too short for VfrCompile (Bugzilla Bug 579),basetools,high,medium,0.85,Similar to other BaseTools issues that affect tool functionality and reliability.
qwen2.5:14b,A,9585,Exception handler count is hard-coded and repeated in a number of places. (Bugzilla Bug 578),ueficpupkg,medium,medium,0.8,The issue involves repeated hard-coded values but does not indicate a critical failure or security risk.
qwen2.5:14b,A,7015,SmmIsBufferOutsideSmmValid() should not ASSERT. (Bugzilla Bug 577),mdepkg,medium,medium,0.8,Similar to other issues in mdepkg with medium priority.
qwen2.5:14b,A,7014,shell readme is out of date (Bugzilla Bug 576),edkshellpkg,low,medium,0.8,The issue is about an outdated readme file which does not impact functionality or performance.
qwen2.5:14b,A,7013,[UefiCpuPkg] Support X2APIC enable in after MP service is ready (Bugzilla Bug 575),ueficpupkg,medium,low,0.8,Similar to other issues in ueficpupkg without a clear indication of high severity.
qwen2.5:14b,A,7012,HTTPBoot server setup in Home Environment (Bugzilla Bug 574),networkpkg,medium,low,0.8,Similar to other NetworkPkg issues but lacks severity indicators like build failures or critical bugs.
qwen2.5:14b,A,7011,Fix XCODE5 build issue in SourceLevelDebugPkg when building OVMF with -D SOURCE_DEBUG_ENABLE (Bugzilla Bug 573),sourceleveldebugpkg,medium,low,0.8,Similar to other build issues in different packages that are typically medium priority.
